ENTRIES IN BLUE HAVE BEEN ADDED BY THE GUARDIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reportkey,Guardian incident url,lat,long,bundle,Guardian headline,dateoccurred,type,category,Guardian edited category,trackingnumber,title,summary,region,attackon,complexattack,reportingunit,unitname,typeofunit,friendlywia,friendlykia,hostnationwia,hostnationkia,civilianwia,civiliankia,enemywia,enemykia,enemydetained,mgrs,latitude,longitude,originatorgroup,updatedbygroup,ccir,sigact,affiliation,dcolor
9343FEE0-2F50-407E-96A1-F8DDD5718D7C,http://www.guardian.co.uk/world/afghanistan/warlogs/9343FEE0-2F50-407E-96A1-F8DDD5718D7C,34.43502045,70.43663788,212,More protests at 'Shinwar massacre',08.03.2007 00:00,Non-Combat Event,Demonstration,Demonstration/unrest,2007-068-132004-0265,080000Z CJTF82 CJ5 Demonstration of Arrests in Nangarhar (mod),"The people were outraged by the arrests of three people in Nangarhar.  Through the press and through phone calls we were notified that approximately 150 Afghans from Chaparhar district marched to Jalalabad in protest of the operation.  Some reports indicated there were thousands of protestors, however these were greatly exaggerated.  OCF released talking points about last nights PUCing at 1545L today. IO put together a press release comprised of the talking points and pushed it out ASAP to all local media. Four to five media called this morning and early afternoon asking for details.",RC EAST,NEUTRAL,FALSE,"CJ5, CJTF-82",CJ5,None Selected,0,0,0,0,0,0,0,0,0,42SXD3199611329,34.43502045,70.43663788,UNKNOWN,UNKNOWN,,,NEUTRAL,GREEN
CD9E751B-0079-431B-8C15-C3864B0FE0BF,http://www.guardian.co.uk/world/afghanistan/warlogs/CD9E751B-0079-431B-8C15-C3864B0FE0BF,31.94750023,64.64630127,260,Driver killed for running checkpoint,08.03.2007 11:40,Friendly Action,Escalation of Force,Civilian casualties,2007-067-122704-0361,ISAF4 081140Z TF HELMAND ROE ESCALATION (mod),"At 1140Z TF HELMAND reported a ROE Escalation 18.9km SW of FOB RBN. FF VCP quickly, and swerved to avoid VCP. FF gave chase. FF fired warning shots, then shot into vehicle, vehicle caught fire. 1 LN KIA. FF recovered note book and comms device.  ISAF Tracking # 03-172",RC SOUTH,FRIEND,FALSE,CJTF-82,CJTF-82,None Selected,0,0,0,0,0,1,0,0,0,41RPR5560035800,31.94750023,64.64630127,UNKNOWN,UNKNOWN,,,FRIEND,BLUE
3238A678-A23A-48AE-BCAD-E40FB287F362,http://www.guardian.co.uk/world/afghanistan/warlogs/3238A678-A23A-48AE-BCAD-E40FB287F362,31.20321083,66.07920074,68,"Driver killed for ""rushing"" convoy",14.03.2007 05:13,Friendly Action,Escalation of Force,Civilian casualties,2007-073-052612-0312,D1 140513Z TF Bushmaster ROE Escalation 1LN KIA (mod),"At 0513Z TF Bushmaster reported a jingle truck rushed their convoy 35km NW of Spin Buldak.  The Bushmaster element engaged the vehicle and killed the driver.  ANP assistance requested.  Event closed at 0528Z.  

-    ANP set up a road block at an intersection approx 200m in front of the convoy
-    A JINGA truck approached the RB, accelerated, went off the road to drive around the RB and entered the road coming in the direction of CJSOTF
-    CJSOTF attempted to wave off the truck which did not respond.
-    CJSOTF fired two rounds into the engine.
-    One round ricocheted into the cab, hit the driver in the arm and exited in his back.  Driver died of wounds shortly afterwards
-    The ANP secured the truck and the TC for questioning.
-    Nothing was found on the truck when it was searched.
-    CJSOTF called the ANP to follow up and collaborate the story
-    ANP agree with everything reported by CJSOTF
-    ANP believe this might have been an attempt to test US / ANSF TTPs for future suicide attacks based on warnings found in night letters

ISAF Tracking# 03-279.",RC SOUTH,FRIEND,FALSE,CJSOTF-A (SOCCENT),CJSOTF-A,None Selected,0,0,0,0,0,1,0,0,0,42RTV2169955800,31.20321083,66.07920074,UNKNOWN,UNKNOWN,,,FRIEND,BLUE
EF0AF11D-78E4-4F22-8B2D-B5EDE6B4DFFF,http://www.guardian.co.uk/world/afghanistan/warlogs/EF0AF11D-78E4-4F22-8B2D-B5EDE6B4DFFF,33.65839005,68.9058075,287,US troops seeking to win support of villagers forced to feel by helicopter after angry argument,20.03.2007 03:30,Non-Combat Event,OTHER,OTHER,2007-079-171648-0505,200330Z TF Diablo Conducts HA and Assessment of Kharwa District (mod),"TM HADES (HHC 508th STB) conducts humanitarian assistance delivery on 200330ZMAR07 VIC VC 9126724284 IOT provide relief to citizens of the Kharwar District affected by winter weather and build trust between the ANP/IRoA and the local populace.
     Initially, the only signs of town inhabitants were trash and feces in the streets. The people stayed inside until the Apaches left station; they were mostly unresponsive, even when we told them that we had brought HA- they were not impressed as they did not believe that they would get any of it. HUMINT collection was virtually fruitless. 
     What little infrastructure they have is crumbling and the quality of life is extremely poor.  Come summer and spring, the hygiene conditions will worsen and be cause for concern. 
     HUMINT Assessment: As we walked into the Bazaar, we noticed no one was in the street. We could see people in their shops; doors were closed and very few smiles or waves were returned.  A few people were receptive as we spoke to them.  We did receive some mean looks.  They wondered why we were coming in with such force.  We told them that we had a lot EOF HA for their village. They expressed concern that the HA would not be fairly distributed.  Security was not an issue, according to the people with whom we spoke.  Their main concern is the water supply and buildings collapsing due to the recent rain.  They said people who have been working outside of Afghanistan will be returning in a nother month or two.  These people have been in Pakistan, Iran, and Saudi Arabia. 
Key Leader Engagement Assessment: Met with MAJ Rafiki (ANP Chief of Police), Mirr Akbar (Criminal Officer), COL Latifi (Logar ANP XO), and the Mullah/Platoon Leader.  Took a tour of the compound and spoke about the physical security issues they were having and also made some recommendations about their improvements. We discussed previous attacks on the ANP station and the reasons for them (i.e.- why they were coming from different directions, etc). After the tour, we sat down to chai. We discussed the HA distribution in detail with the ANP CoP. From the first five minutes, there seemed to be an ongoing discussion between COL Latifi and MAJ Rafiki. As the engagement progressed, the interaction became more heated. The interpreter explained that MAJ Rafiki was complaining about something. 
Absent was the Sub-governor. We were told that he would be there, but he decided not to come. He doesnt live in the town- he lives about 30-45 minutes away and drives himself to work. He does not have a driver or a bodyguard and it is strange that he drives himself (alone) to work in Kharwar.  This may indicate that he is not worried about anti-government or government threats, which may mean he has both in his pocket. 
The ANP CoP seems like the best among the worst; he understood what we were talking about concerning the equitable distribution of the HA. However, he made several comments about the people of Kharwar- how they should get jobs and how he had little influence. We got the impression that he has little concern for the needs of his people. We tried to impress upon him the difference between the people and a civil servant and he seemed to understand, if not agree. The ANP CoP is from the Konar district, so he has no family in Kharwar, which is a good thing as he may normally be tempted to give hand-outs to his family first.  We discussed the plan to use the Shura, the Red Crescent and the Sub-governor to distribute the HA; he seemed to understand what  we were saying about his job being easier if the people trusted him to support them. He mentioned that he had a meeting with the Taliban Leaders in Kharwar. At that point, we asked him Do you know who they are?! and he said yes, of course. At this point in the conversation, COL Latifi kicked out the criminal officer and the mullah/platoon leader. We began to discuss a mission that the ANP had with the 10th MTN. They were talking about what a failure the mission was because of the terrible intelligence they had received.   We tried to ask about the Taliban leaders and the recent intel we have received, but at that point, the apaches returned on station and it was time to establish the HLZ. 
As we were walking out, the heated discussion between COL Latifi and MAJ Rafiki flared up again- apparently, the Criminal Officer had drawn his weapon on MAJ Rafiki and threatened him either this morning or last night. According to MAJ Rafiki, the Criminal Officer had been bribed to kill him. MAJ Rafiki said that he was going to quit if he had to continue to work with the Criminal Officer.  We were trying to leave, but a crowd of ANP gathered and the heated discussion almost came to a head. We loudly told COL Latifi  that we had to get on the helicopter and if he wanted me to arrest the criminal officer, we would. He said that he didnt want to arrest him, but wanted to take him back to Pul-e-Alam for interrogation and to fire him at least. We searched the Criminal Officer and found one 9mm pistol with 3 rounds in the magazine.  We took the weapon from him and returned it to COL Latifi after we landed at Pul-e-Alam.
The Mullah/Platoon Leader assumed himself in positions of closeness to whomever he felt was the most powerful of the group. We asked who he was, and was told he was a platoon leader. We asked his name and they called him Mullah- according to the Terp, this is strange. 

Other: As we walked through the bazaar, there were no shop doors open and few people peeked out from behind windows or curtains.  The bazaar was a canalizing tunnel and the impression was of walking into a trap/ambush.  There were stray animals and barnyard feces in the street and trash was thrown out of doorways without concern. There were several dead dogs inside the ANP compound and throughout the town. Also, there was human feces everywhere, without regard for foot traffic or modesty. Several of the bunkers and trenches had obviously been used as latrines, despite the fact that there is a latrine facility in the compound. Not only was the facility in disrepair, it appeared as though the occupants were maliciously negligent. Yesterday, we gave several tarps and sandbags to the ANP to patch a caved in roof, but the tarps had not been used to make any repairs. 

Note: The DSHKA gunner is a LT, who apparently spends his nights on the megaphone, talking to the Taliban- taunting them and telling them what a good shot he is. At least one person in Kharwar understands PsyOps.",RC EAST,NEUTRAL,FALSE,TF DIABLO (508 STB &amp;amp; 4BSTB),4TH BSTB / GARDEZ,None Selected,0,0,0,0,0,0,0,0,0,42SVC9126724284,33.65839005,68.9058075,UNKNOWN,UNKNOWN,,,NEUTRAL,GREEN
0B4F081B-E448-4722-9E52-EA10DE4E0153,http://www.guardian.co.uk/world/afghanistan/warlogs/0B4F081B-E448-4722-9E52-EA10DE4E0153,32.6101799,69.32539368,21,Other government agency shoots deaf mute,21.03.2007 00:00,Friendly Action,Escalation of Force,Civilian casualties,2007-081-100110-0444,210000Z TF Catamount reports Escalation of Force in AO(mod),"Catamount
shooting of a Local National 21 March 2007

3. Delayed report from TF Catamount
S- 1 LN
A- Fled and failed to respond to escalation of force
L- Malekshay Village 42S WB 30529 08120
T- 21 Mar 07
U- OGA
R- Escalation of force, warning shots, wounding shot to leg.
LN was a deaf mute unable to hear the warnings or warning shots. Ran out of fear and confusion.
Information gained from SHURA to TF Catamount about Element operation

Details: OGA operating in TF Catamount sector moved into Malekshay for operation. LN Shum Khan ran at the sight of the approaching CF&amp;amp;apos;&amp;amp;apos;s. CF utilized the escalation of force doctrine and shouted to stop, fired warning shots and then fired to wound. The LN was hit in the ankle and treated by Element medics on scene. It was determined through discussions with local Elders that the man was a deaf mute that was nervous of the CF operation. Solatia was made in the form of supplies and the Element mission progressed.",RC EAST,FRIEND,FALSE,TF CATAMOUNT (2-87),2-87 IR /ORGUN-E,None Selected,0,0,0,0,1,0,0,0,0,42SWB3052908120,32.6101799,69.32539368,UNKNOWN,UNKNOWN,,,FRIEND,BLUE
B1A12894-D007-4AE2-978B-788B43C45FA6,http://www.guardian.co.uk/world/afghanistan/warlogs/B1A12894-D007-4AE2-978B-788B43C45FA6,34.75244904,69.13437653,231,Dutch shoot 11 villagers in firefight error,28.03.2007 12:00,Enemy Action,Attack,Civilian casualties,2007-110-103159-0250,281200ZMAR07 CJ3 JEC PRT TARIN KOWT: DUTCH ACCIDENTLY KILL CIVILIANS DEFENDING VILLAGE FROM INSURGENTS (mod),"Classification: SECRET / NOFORN

CSTC-A DCG for Pol-Mil Affairs

Daily Cable Summaries

28 March 2007

 

(S/NF) PRT TARIN KOWT: DUTCH ACCIDENTLY KILL CIVILIANS DEFENDING VILLAGE FROM INSURGENTS: (Source: AMEMBASSY KABUL 01019, 28 Mar 07)

Dutch direct fire on an apparent enemy target in support of a village under Taliban attack ended tragically.  Four villagers engaged in the fight to defend Chenartu were killed and another seven wounded.  The Dutch have launched an official investigation and have engaged in a proactive public relations campaign to prevent political fallout here and in the Netherlands.  Although the decision to fire was justified, the danger is that, having had this action go awry, they will hesitate in the future with negative consequences for security in the province.",RC CAPITAL,ENEMY,FALSE,"CJ3, CJTF-82",CJ3,None Selected,0,0,0,0,0,0,0,0,0,42SWD1229945599,34.75244904,69.13437653,UNKNOWN,UNKNOWN,,,ENEMY,RED
777933E9-2219-0B3F-9FA50356B1C31410,http://www.guardian.co.uk/world/afghanistan/warlogs/777933E9-2219-0B3F-9FA50356B1C31410,34.51667023,69.18332672,156,Anti-aircraft missiles clandestinely transported from Iran into Afghanistan Ð US report,01.04.2007 00:00,Threat Report,SAFIRE Threat,Other,20070401000042SWD1682719461,(THREAT REPORT) SAFIRE THREAT RPT  Kabul ,"IRAN SEND MANPADS INTO AFGHANISTAN 
Organization(s) Involved: 
01 APR 2007, RC WEST INTSUM, NSI
ISAF HQ CJ2X INTELLIGENCE SUMMARY 07066 of 19th March 2007
On 01APR07 it was reported that approximately six months ago, IRAN bought seven (7) anti-aircraft missiles from Algeria. These were imported to IRAN and clandestinely transported from Mashhad, IRN (CNA) across the border into Afghanistan.
There are reports in the past stating that IRAN supplied the insurgency with MANPADS. However, this the first time we have had Algeria mentioned as a Point of Origin. There is nothing to support that ALG should intentionally sell arms to IRN with the purpose of them being delivered to the insurgents. Also, despite the reporting, we have yet to see any of these alleged MANPADS actually being used.

02 APR 2007, RC WEST INTSUM, NSI
(HUMINT SUMMARY C3) 
Iran is increasing military manoeuvres, drawing up many heavy weapons as cannons near the border with Afghanistan. In BIRJAND - IRAN (IVO 40S GB 071 394) there is an important base where Iranian officials train TBs and HIGs members. From that location they use to send to Afghanistan explosive devices and vehicles ready to be used as SVBIEDs. About two months ago, AQ, helped by Iran, bought 72 A/A missiles (NFI about which kind of weapons system) from Algeria and then they hid these weapons in ZAHEDAN (IVO 41R KN 8465) IOT smuggle them later into Afghanistan.",RC CAPITAL,ENEMY,FALSE,RCW INTSUM,,,0,0,0,0,0,0,0,0,0,42SWD1682719461,34.51667023,69.18332672,ISAF HQ,ISAF HQ,,,ENEMY,RED
FD8117AE-6AC6-4CD0-BA4E-EBC19C0D1E68,http://www.guardian.co.uk/world/afghanistan/warlogs/FD8117AE-6AC6-4CD0-BA4E-EBC19C0D1E68,34.24174881,70.36173248,306,Police shoot rioting opium poppy growers,02.04.2007 07:00,Friendly Action,Escalation of Force,Demonstration/unrest,2007-092-120744-0441,D1 020700Z TF Vanguard ANP FIRE SAF AT LNs VIC CHAPARHAR (mod),"020700Z TF Vanguard reports that ANP with the Governor today were in Chaparhar on a drug eradication mission, when a crowd formed, and began throwing rocks at the Governor&amp;apos;&amp;apos;s element. ANP fired SAF at the crowd, resulting in 2 x ANP wounded, 2 x LN wounded and 1 x LN killed. There were no CF involved, or present during the event. ANP is continuing to investigate. MTF.   ISAF 04-025",RC EAST,FRIEND,FALSE,TF SPARTAN (3 BCT) (10 MOUNTAIN),TF SPARTAN,None Selected,0,0,0,0,8,1,0,0,0,42SXC2540089800,34.24174881,70.36173248,UNKNOWN,UNKNOWN,(SIR IMMEDIATE 7) Injury/Death of local national due to coalition actions,CJTF-82,FRIEND,BLUE
B65ECDF0-ADCE-4FA8-96D6-B14E0DB7BFFE,http://www.guardian.co.uk/world/afghanistan/warlogs/B65ECDF0-ADCE-4FA8-96D6-B14E0DB7BFFE,31.60931015,64.41369629,235,Patrol shoot motorcyclist,07.04.2007 03:55,Friendly Action,Escalation of Force,Civilian casualties,2007-098-093918-0370,070355Z TF Helmand ROE ESC IVO Lashkar Ghar (MOD),"At 0355Z TF Helmand reported a ROE escalation 4 KM E of Lashkar Ghar. 1 Motorcyclist approached a Plt. Warning shouted, Mini flares were fired as a warning. Cyclist ignored before shot was fired. He was injured in the right ankle. The platoon medic was treating him, ANP were at the location. Casualty was taken to LKG for treatment and then onward to BSN. Event was closed. ISAF Tracking # 04-168.",RC SOUTH,FRIEND,FALSE,CJTF-82,CJTF-82,None Selected,0,0,0,0,1,0,0,0,0,41RPQ3410197999,31.60931015,64.41369629,UNKNOWN,UNKNOWN,,,FRIEND,BLUE
D7928D96-7135-4791-AF8A-4D6042E2D1E5,http://www.guardian.co.uk/world/afghanistan/warlogs/D7928D96-7135-4791-AF8A-4D6042E2D1E5,34.75244904,69.13437653,269,"Opposition groups are puppets of Iran, Pakistan and India, Afghan officials tell US in private meeting",09.04.2007 09:00,Non-Combat Event,Meeting,Other,2007-113-155756-0341,091200ZAPR07 CJ3 JEC (C) FM SPANTA&amp;apos;&amp;apos;S SENIOR POLICY ADVISOR ON IRAN (MOD),"(C) FM SPANTA&amp;apos;&amp;apos;S SENIOR POLICY ADVISOR ON IRAN
Source: AMEMBASSY KABUL 01167, 9 Apr 07

REF: A. STATE 37801
         B. KABUL 1031
         C. KABUL 919

SUMMARY

1.  (C) Afghanistan is acutely aware of US concerns over Iran&amp;apos;&amp;apos;s nuclear program and will study US non-paper and UNSCR 1747.  Foreign Minister Spanta&amp;apos;&amp;apos;s Senior Policy Advisor, Davood Moradian, expressed to Embassy April 4 concerns over the formation of both the National Unity Council and National Front which he characterized as creatures of Iran and Russia.  He expressed concern they represented a return to &amp;quot;the politics of the 1990s&amp;quot; and underlined Afghanistan&amp;apos;&amp;apos;s wish for improved relations with its neighbors, particularly Iran, in order to marginalize foreign influences in the country.  Moradian requested US assistance to beef up the MFA&amp;apos;&amp;apos;s public affairs function.  END SUMMARY

Iran Sanctions
--------------

2.  (C) On April 4, during a regular periodic meeting, PolCouns delivered ref A (regarding UNSCR 1747 which imposes new sanctions on Iran) to Foreign Minister Spanta&amp;apos;&amp;apos;s Senior Policy Advisor, Davood Moradian.  Moradian said he was well aware of US concerns and would study the points and get back to Embassy with any reactions.

National Unity Council: Iran and Russia Behind It
--------------

3.  (C) PolCouns raised US concerns over the emergence of the new National Unity Council (NUC) which wants to place restrictions on international military forces in Afghanistan (ref B).  Moradian agreed it was a very troublesome development.  He said Iran and Russia were clearly behind the NUC and were working together.  Moradian believes that the new National Front (ref C), which is advocating a Parliamentary system and the direct election of governors, is also an Iranian-Russian product.  He said many were concerned that &amp;quot;puppets&amp;quot; of Iran, Pakistan and India were emerging in the Parliament and organizing themselves into various groups.  Moradian expressed concern that the &amp;quot;politics of the 1990s&amp;quot; were again being played out in Afghanistan.

4.  (C) Regarding the NUC&amp;apos;&amp;apos;s future prospects, Moradian said much would depend on how the NUC presented itself to President Karzai and how Karzai would be able to manipulate the group himself.  Karzai needed to form his own political group since his supporters were fragmented while the opposition was united.  Moradian said that Karzai would run for re-election but would need to make changes or he would be defeated.  He described Karzai as showing courage in dealing with Pakistan and needing to display the same qualities in confronting his domestic opponents.  In response to PolCounselor reiterating US concern with Karzai using the press -- including the American press -- to criticize Pakistan, Moradian said that President Karzai&amp;apos;&amp;apos;s attacks on Pakistan should not be viewed as personal attacks on Musharraf.

Managing Relations With Iran
--------------

5.  (C) Moradian explained that &amp;quot;special representatives&amp;quot; from the Iranian government had recently visited Foreign Minister Spanta to express GoI concern over the resurgence of the Taliban.  Iran had expressed concern about Musa Qala, arguing that Taliban success in Helmand gave them no choice but to prepare themselves for the possible return to power of the Taliban in the western provinces and possibly nationally.  Moradian explained that one of the reasons Afghanistan needed normal relations with Iran was to marginalize the pro-Iranian groups in the country.  He noted that the US-Afghanistan Strategic Partnership caused friction with Afghanistan&amp;apos;&amp;apos;s neighbors, but particularly since its neighbors were not being helpful on security, Afghanistan made no excuses for choosing to go outside the region for security guarantees (i.e., the US and ISAF).  The US would remain the priority country for Afghanistan but a balance had to be struck between forging a close relationship with the US and not being perceived as a threat to its neighbors.

6.  (C) Moradian said relations with Russia required a similar balancing act.  He shared that Foreign Minister Spanta had tried to convince the Russians that the best way to have good relations with Afghanistan was not by means of close relations with the Northern Alliance.  Russia did not need them to improve its relations with Afghanistan.  Similarly with India, Moradian said that it had a tendency to try to go beyond the Afghan central government when it should be strengthening relations with core institutions.  Moradian repeated that Afghanistan did not want a return to the &amp;quot;politics of the 1990s&amp;quot;.

NEUMANN",RC CAPITAL,NEUTRAL,FALSE,"CJ3, CJTF-82",CJ3,None Selected,0,0,0,0,0,0,0,0,0,42SWD1229945599,34.75244904,69.13437653,UNKNOWN,UNKNOWN,,,NEUTRAL,GREEN
4ED1AF5B-717A-458C-8EEE-A284F0D7AA34,http://www.guardian.co.uk/world/afghanistan/warlogs/4ED1AF5B-717A-458C-8EEE-A284F0D7AA34,31.69485092,68.70970154,95,Border police fire on Pakistani troops,09.04.2007 09:30,Friendly Fire,GREEN-GREEN,Afghan friendly fire,2007-099-113408-0464,D7 090930Z ABP / PAKMIL Cross Border SAF,"At 1120Z, ABP ETT&amp;amp;apos;&amp;amp;apos;s at Do China FB reported exchange of SAF between ABP and PAKMIL at 42R VA 7249 0665.  The ABP reported 1 Diksha, 3-5 AK-47, and 15 PAKMIL personnel. PAKMIL engaged the ABP, ABP returned fire and broke contact. No casualties reported on either side and no CF were involved.  The incident occured at a disputed border area where PAKMIL are building a checkpoint. ABP reported seeing construction materials.  ISAF 04-198",UNKNOWN,FRIEND,FALSE,TF 3FURY (4-73),4-73 CAV / SHARONA,None Selected,0,0,0,0,0,0,0,0,0,42RVA7248906650,31.69485092,68.70970154,UNKNOWN,UNKNOWN,(SIR IMMEDIATE 10) Green on Green (ANSF) engagements,CJTF-82,FRIEND,BLUE
4F23E148-B7AB-48BE-B57D-CE3F0B2A3BB5,http://www.guardian.co.uk/world/afghanistan/warlogs/4F23E148-B7AB-48BE-B57D-CE3F0B2A3BB5,34.75244904,69.13437653,96,Pakistani President Pervez Musharraf animated by Afghanistan and media,10.04.2007 12:00,Non-Combat Event,Meeting,Other,2007-113-160253-0345,101200ZAPR07 CJ3 JEC (C) PRESIDENT MUSHARRAF MEETS WITH COMMANDER USCENTCOM (MOD),"(C) PRESIDENT MUSHARRAF MEETS WITH COMMANDER USCENTCOM: (Source:  AMEMBASSY ISLAMABAD 01570, 10 Apr 07)

New US Central Command Commander, Admiral William J. Fallon, met March 31 with Pakistani President Pervez Musharraf.  They discussed Musharraf&amp;amp;apos;&amp;amp;apos;s participation at the recent Arab League Summit (disappointing), Musharraf&amp;amp;apos;&amp;amp;apos;s interest in engaging on Israeli-Palestinian peace efforts (as a go-between), his efforts to construct an alliance of moderate Muslim states (slow going), the situation in Iraq (Sunnis need to be given more), continuing concerns about Iran (too unpredictable), and the status of Pakistan-Afghanistan relations and a plea for better understanding of Pakistan&amp;amp;apos;&amp;amp;apos;s perspective (can&amp;amp;apos;&amp;amp;apos;t trust President Karzai).  Admiral Fallon explored with Musharraf ways that the Government of Pakistan could improve security control and economic prosperity in the FATA and adjacent areas.  Throughout the lengthy and substantive discussion, President Musharraf was relaxed and in command of the issues and only became highly animated when the talk turned to Afghanistan and the Pakistani media.",RC CAPITAL,NEUTRAL,FALSE,"CJ3, CJTF-82",CJ3,None Selected,0,0,0,0,0,0,0,0,0,42SWD1229945599,34.75244904,69.13437653,UNKNOWN,UNKNOWN,,,NEUTRAL,GREEN
2AFEC79B-0682-42D2-AE3C-471773869D87,http://www.guardian.co.uk/world/afghanistan/warlogs/2AFEC79B-0682-42D2-AE3C-471773869D87,33.45428085,68.49559021,57,Humvee gunner shoots at van. Three hurt in crash,11.04.2007 11:15,Non-Combat Event,Accident,Accident,2007-101-130121-0318,D7 111115Z TF 2 FURY REPORTS TRAFFIC ACCIDENT AND EOF VIC VC 53123 01765 (MOD),"TF 2 FURY was conducting a GAC from 4 CORNERS to FOB GHZ and was involved in a vehicle accident and EOF incident at VC 53123 01764. At this point of the RTE, both sides of the road have barrier walls blocking the view of the vehicle crews. The first UAH made the turn indicated in the picture. At this point a LN van was passing a jingle truck. The van moved into the lane of oncoming traffic around the turn and made a drastic increase in speed heading straight towards the second UAH. The crew of the second UAH reacted by simultaneously coming to a stop and firing 3 rounds from an M4 into the van. Due to the short reaction time, approx. 2 -3 seconds, the gunner was not able to place well aimed shots. Two rounds impacted the windshield and the 3rd impacted the side of the van as the van began to swerve. At this point the gunner dropped in the hatch and braced for impact. No LNs were hit by gun fire and have signed statements confirming this. The van came to rest side ways, leaning against the hood of the UAH. After the accident, it was confirmed that there were 4 LNs in the van. The medic in the convoy treated 3 of the LNs for minor injuries (leg laceration (stitches), head laceration, and back lacerations). The 3 passengers of the van made statements that the driver was driving at excessive speed and erratically since they had left Ghazni City and had cautioned him to slow down several times. A village elder also arrived on scene saying that he appreciates how CF drive cautiously through the village and was frustrated with LNs excessive speed around this dangerous curve. The convoy pulled the van into a position where it can be easily recovered by the LN and cleared all debris from the road. Pictures were taken of the scene and all 4 LNs involved made statements of what happened.",RC EAST,NEUTRAL,FALSE,TF 2FURY (2-508),2-508TH / WARRIOR,None Selected,0,0,0,0,1,0,0,0,0,42SVC5312301764,33.45428085,68.49559021,UNKNOWN,UNKNOWN,(SIR IMMEDIATE 9) Any incident that may create negative media,CJTF-82,NEUTRAL,GREEN
5DA51CE4-0182-466C-A8E9-AA7F9D932948,http://www.guardian.co.uk/world/afghanistan/warlogs/5DA51CE4-0182-466C-A8E9-AA7F9D932948,35.29756165,71.53930664,119,Police firing rocket grenades at civilians,12.04.2007 14:27,Friendly Fire,GREEN-GREEN,Afghan friendly fire,2007-102-173323-0940,D11 121427Z TF SPARTAN Reports ANP Contact (mod),"121427Z Police in contact; civilians are being targeted by unknown number of enemy fighters in Bari Kowt 42S YE 309 090. Initial report that the police and civilians were being targeted. After further investigation it was to believed to be green on green. SAF, RPG and 12.7mm fire was observed. No casualties reported. TIC closed. NFTR.
ISAF Tracking # 04-273",RC EAST,FRIEND,FALSE,TF SPARTAN (3 BCT) (10 MOUNTAIN),TF SPARTAN,None Selected,0,0,0,0,0,0,0,0,0,42SYE3090009000,35.29756165,71.53930664,UNKNOWN,UNKNOWN,,,FRIEND,BLUE
4A13C7D1-B5D2-4608-9270-30E06E414A1B,http://www.guardian.co.uk/world/afghanistan/warlogs/4A13C7D1-B5D2-4608-9270-30E06E414A1B,34.75141907,70.86927795,87,"Mortar round falls short, wounds two",15.04.2007 18:45,Friendly Fire,BLUE-BLUE,Coalition friendly fire,2007-105-194025-0087,N1 151845Z TF SPARTAN 81mm short round 2 x ASG WIA MM(E)04-15F (mod),"151845Z D5 was conducting scheduled fires and the 81 went short;said it was a bad round and landed in the OP grid: XD71100 47070 wounding two ASG Soldiers.  MM(E)04-15F

Line 1 XD71100 47070
Line 2 
Line 3 1a laceration to chest and abdomen 
Line 1d left foot 
Line 4 hoist required
Line 5 1 litter and 1ambulatory
Line 6 n
Line 7 ir buzz saw
Line 8 Delta ASG
Line 9 hilltop
vitals are bp is 138/96 chest wounds 4&amp;amp;quot; to 6&amp;amp;quot; long and 2 cm wide shrapnel in left bicep has both bracal and radial pulse

19:19Z the medic says they can stablize til am but cannot ground evac due to the terrian

19:24Z Medic on ground, consulted with Chosin PA and confirms they can keep patients stable until the morning when better illum.

19:34Z If anything changes with patients, we will advise, but for now ask that medevac be conducted in morning.",RC EAST,FRIEND,FALSE,TF SPARTAN (3 BCT) (10 MOUNTAIN),TF SPARTAN,None Selected,0,0,2,0,0,0,0,0,0,42SXD7110047068,34.75141907,70.86927795,UNKNOWN,UNKNOWN,,,FRIEND,BLUE
